id,tagName,dateCreated,dateOccurred,description,status,submitted by (username),submitted by (first name),submitted by (last name),created in group,clientId,section,region,accuracy(m),latitude,longitude,Extralimital,Animal,Animal Age,Animal Sex,Count,Behaviour,Identifier,Spotted From,Condition,Notes
2524679,Animal Sighting,2022-06-26 17:57:35,2022-06-26 18:00:02,Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.210887,30.893968,,Black Rhino,Adult,Male,1,Feeding,Lodge,Vehicle,Good,
2524698,Animal Sighting,2022-06-26 17:59:44,2022-06-26 17:19:00,Ground hornbill,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.194217,30.878667,,Southern Ground-Hornbill,Adult,Indeterminable,1,Moving,Lodge,Vehicle,Average,
2524678,Animal Sighting,2022-06-26 17:55:53,2022-06-26 16:00:00,Unidentified,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.210157,30.893559,,Black Rhino,Adult,Indeterminable,1,Moving,Lodge,Vehicle,Good,
2524677,Animal Sighting,2022-06-26 17:52:18,2022-06-26 07:47:00,Potentially Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.199951,30.868509,,Black Rhino,Adult,Female,2,Moving,Lodge,Vehicle,Good,
2524673,Animal Sighting,2022-06-26 17:48:58,2022-06-25 17:15:00,Duchess and unknown,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.223715,30.884832,,Black Rhino,Adult,,2,Moving,Landowner,Vehicle,Good,
2514931,Animal Sighting,2022-06-22 16:11:31,2022-06-22 13:00:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2034977,30.8969021,,Black Rhino,Adult,Male,1,Moving,Landowner,,Good,
2516641,Animal Sighting,2022-06-23 13:09:42,2022-06-21 23:24:00,Raza,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919276,30.8692954,,Black Rhino,Sub-Adult,Female,1,Drinking,Camera trap,,Good,
2516654,Animal Sighting,2022-06-23 13:15:57,2022-06-21 22:44:00,Black and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837196,30.9464854,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516661,Animal Sighting,2022-06-23 13:17:22,2022-06-21 20:04:00,Aphela,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.20565,30.95497,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,Good,
2516653,Animal Sighting,2022-06-23 13:15:05,2022-06-21 17:59:00,White and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837221,30.9464934,,White Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516650,Animal Sighting,2022-06-23 13:13:38,2022-06-21 08:14:00,Thumela,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837127,30.9464827,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,Good,
2516640,Animal Sighting,2022-06-23 13:08:51,2022-06-21 03:07:00,Deena and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919264,30.8692928,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516639,Animal Sighting,2022-06-23 13:08:08,2022-06-20 18:03:00,Deena and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919313,30.8692914,,Black Rhino,Adult,Male,2,Drinking,Camera trap,,Good,
2511399,Animal Sighting,2022-06-20 16:23:40,2022-06-20 08:00:00,Stompie and Balu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.20093,30.89716,,White Rhino,Adult,Male,2,Feeding,Lodge,,Excellent,
2516673,Animal Sighting,2022-06-23 13:22:19,2022-06-19 18:04:00,Thumela blackx2,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2277008,30.970172,,Black Rhino,Adult,Male,3,Drinking,Camera trap,,Good,
2516648,Animal Sighting,2022-06-23 13:12:52,2022-06-19 13:29:00,White and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837151,30.9464814,,White Rhino,Adult,Female,2,Feeding,Camera trap,,,
2516669,Animal Sighting,2022-06-23 13:21:19,2022-06-16 20:29:00,White bull,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276861,30.9701747,,White Rhino,Adult,Male,1,Moving,Camera trap,,Good,
2516668,Animal Sighting,2022-06-23 13:20:27,2022-06-16 20:27:00,White and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276763,30.9701693,,White Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516636,Animal Sighting,2022-06-23 13:07:00,2022-06-15 23:57:00,Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919227,30.8692928,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516664,Animal Sighting,2022-06-23 13:18:35,2022-06-15 23:25:00,Black,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.22769,30.97016,,Black Rhino,Adult,Indeterminable,1,Drinking,Camera trap,,Good,
2516666,Animal Sighting,2022-06-23 13:19:33,2022-06-15 23:24:00,White and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276886,30.9701666,,White Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516646,Animal Sighting,2022-06-23 13:11:59,2022-06-15 21:17:00,Black,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837164,30.9464841,,Black Rhino,Adult,Indeterminable,1,Feeding,Camera trap,,Good,
2504499,Animal Sighting,2022-06-16 17:38:52,2022-06-15 19:30:00,Stompie and Balu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.218374,30.9007237,,White Rhino,Adult,Male,2,Drinking,Landowner,,Good,
2504495,Animal Sighting,2022-06-16 17:35:20,2022-06-14 20:15:00,Stompie and Balu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.20093,30.89716,,White Rhino,Adult,Male,2,Drinking,Landowner,,,
2516644,Animal Sighting,2022-06-23 13:11:04,2022-06-14 18:56:00,Black and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.18372,30.94649,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2516634,Animal Sighting,2022-06-23 13:06:06,2022-06-13 21:13:00,Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19192,30.86929,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2500405,Animal Sighting,2022-06-13 17:38:58,2022-06-13 17:11:00,Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.223715,30.884832,,Black Rhino,Adult,Female,2,Feeding,Landowner,,Good,
2500402,Animal Sighting,2022-06-13 17:35:54,2022-06-13 07:14:00,Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2189319,30.8839417,,Black Rhino,Adult,Female,2,Feeding,Lodge,,Good,
2516616,Animal Sighting,2022-06-23 12:45:14,2022-06-11 07:08:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19192,30.86929,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,Excellent,
2496880,Animal Sighting,2022-06-10 17:11:10,2022-06-10 08:04:00,Mom and calf BUll,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.212514,30.900552,,White Rhino,Adult,Male,3,Moving,Landowner,,Excellent,
2504503,Animal Sighting,2022-06-16 17:42:39,2022-06-09 14:54:00,Mom and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19751,30.917478,,White Rhino,Adult,Female,2,Moving,Cameratrap,,Good,
2495583,Animal Sighting,2022-06-09 14:27:19,2022-06-09 14:26:00,Black,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2137181,30.9005821,,Black Rhino,Adult,,1,Moving,TA staff,,Good,
2516589,Animal Sighting,2022-06-23 12:31:56,2022-06-09 03:22:00,Aphela,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.18372,30.94649,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,Good,
2516564,Animal Sighting,2022-06-23 12:20:12,2022-06-07 19:33:00,Raza,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19192,30.86929,,Black Rhino,Adult,Female,1,Drinking,Camera trap,,,
2516586,Animal Sighting,2022-06-23 12:29:54,2022-06-07 03:06:00,Aphela,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837257,30.9464956,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,Good,
2516557,Animal Sighting,2022-06-23 12:18:54,2022-06-06 15:37:00,Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19192,30.86929,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2493114,Animal Sighting,2022-06-07 16:33:26,2022-06-06 07:57:00,Balu and Stompie,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.216367,30.896602,,White Rhino,Adult,Male,2,Moving,Landowner,,Good,
2490480,Animal Sighting,2022-06-05 16:40:14,2022-06-05 09:15:00,Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.208755,30.883134,,Black Rhino,Sub-Adult,Female,1,Feeding,Landowner,,Excellent,
2516596,Animal Sighting,2022-06-23 12:36:34,2022-06-04 19:16:00,Mom and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2056314,30.9549746,,White Rhino,Adult,Female,2,Drinking,Camera trap,,,
2516612,Animal Sighting,2022-06-23 12:44:03,2022-06-04 08:54:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276855,30.970168,,White Rhino,Adult,Indeterminable,1,Drinking,Camera trap,,Good,
2545853,Animal Sighting,2022-07-14 16:35:41,2022-06-04 04:55:00,Dotty,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.224789,30.885097,,Black Rhino,Adult,Male,1,Feeding,Camera trap,,Good,
2487013,Animal Sighting,2022-06-02 12:16:23,2022-06-01 07:15:00,Mom and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2009922,30.896945,,White Rhino,Adult,Female,2,Moving,Lodge,,Good,
2516608,Animal Sighting,2022-06-23 12:43:04,2022-06-01 00:38:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276855,30.9701673,,White Rhino,Adult,Indeterminable,1,Drinking,Camera trap,,Good,
2484373,Animal Sighting,2022-05-31 10:30:33,2022-05-31 10:29:00,Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.21198,30.894232,,Black Rhino,Sub-Adult,Female,1,Feeding,TA staff,,Excellent,
2516607,Animal Sighting,2022-06-23 12:42:11,2022-05-31 10:03:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276892,30.9701686,,White Rhino,Adult,Indeterminable,1,Moving,Camera trap,,,
2516603,Animal Sighting,2022-06-23 12:40:51,2022-05-31 09:56:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276873,30.9701666,,White Rhino,Adult,,1,Drinking,Camera trap,,Good,
2516602,Animal Sighting,2022-06-23 12:39:58,2022-05-30 19:07:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.227691,30.970168,,White Rhino,Adult,Indeterminable,1,Drinking,Camera trap,,,
2483576,Animal Sighting,2022-05-30 17:06:12,2022-05-30 08:59:00,Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2232776,30.8864361,,Black Rhino,Adult,Female,1,Feeding,Lodge,,Good,
2484249,Animal Sighting,2022-05-31 09:08:59,2022-05-26 01:56:00,Raza,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919113,30.8693236,,Black Rhino,Adult,Female,1,Drinking,Camera Trap,,Good,
2484307,Animal Sighting,2022-05-31 09:40:48,2022-05-24 17:49:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2277032,30.97018,,White Rhino,Adult,,1,Drinking,Camera Trap,,Good,
2484285,Animal Sighting,2022-05-31 09:24:48,2022-05-23 18:40:00,Aphela,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.183705,30.94648,,Black Rhino,Adult,Male,1,Moving,Camera Trap,,Good,
2484286,Animal Sighting,2022-05-31 09:26:16,2022-05-23 14:44:00,Balu and Stompie,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837196,30.9464881,,Black Rhino,Adult,Male,2,Drinking,Camera Trap,,Good,
2483575,Animal Sighting,2022-05-30 17:04:29,2022-05-21 14:59:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1905241,30.8484292,,Black Rhino,Adult,Male,1,Feeding,Lodge,,Good,
2484248,Animal Sighting,2022-05-31 09:07:44,2022-05-18 23:02:00,Duchess and Duke,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919309,30.8693209,,Black Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2484283,Animal Sighting,2022-05-31 09:23:29,2022-05-18 20:27:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837245,30.9464988,,White Rhino,Adult,,1,Drinking,Camera Trap,,Good,
2484246,Animal Sighting,2022-05-31 09:06:06,2022-05-18 17:50:00,Kuza and Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919211,30.8693075,,Black Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2484243,Animal Sighting,2022-05-31 09:05:00,2022-05-18 17:08:00,Dotty,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919113,30.8693102,,Black Rhino,Adult,Male,1,Drinking,Camera Trap,,Good,
2484241,Animal Sighting,2022-05-31 09:04:03,2022-05-18 16:15:00,Dotty,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919382,30.8693048,,Black Rhino,Adult,Male,1,Drinking,Camera Trap,,Good,
2484306,Animal Sighting,2022-05-31 09:39:54,2022-05-17 19:21:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276861,30.9701774,,White Rhino,Adult,,1,Drinking,Camera Trap,,Good,
2484239,Animal Sighting,2022-05-31 09:02:29,2022-05-16 18:29:00,Raza Khuza Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919211,30.8693209,,Black Rhino,Adult,Female,3,Drinking,Camera Trap,,Good,
2484299,Animal Sighting,2022-05-31 09:33:01,2022-05-16 17:32:00,White with calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2056436,30.954996,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2484267,Animal Sighting,2022-05-31 09:17:23,2022-05-16 15:22:00,White with calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837123,30.9464988,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2484298,Animal Sighting,2022-05-31 09:31:46,2022-05-15 16:52:00,White with calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2056461,30.9550068,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2484304,Animal Sighting,2022-05-31 09:38:11,2022-05-15 10:16:00,Black,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276788,30.9701613,,Black Rhino,Adult,,2,Drinking,Camera Trap,,Good,
2484305,Animal Sighting,2022-05-31 09:39:07,2022-05-15 06:09:00,White with calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2276763,30.9701747,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2465979,Animal Sighting,2022-05-15 16:27:57,2022-05-14 17:48:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2010314,30.8967908,,Black Rhino,Adult,Male,1,Feeding,Landowner,,Excellent,
2484293,Animal Sighting,2022-05-31 09:30:41,2022-05-14 16:36:00,White and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2056387,30.9549746,,White Rhino,Adult,Female,2,Wallowing,Camera Trap,,Good,
2484236,Animal Sighting,2022-05-31 09:01:13,2022-05-13 17:39:00,Black,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919382,30.8693397,,Black Rhino,Adult,,1,Moving,Camera Trap,,Good,
2484302,Animal Sighting,2022-05-31 09:36:41,2022-05-13 11:10:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,Male,1,Drinking,Camera Trap,,Good,
2484266,Animal Sighting,2022-05-31 09:16:17,2022-05-12 22:20:00,Mugisa,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837319,30.9464934,,Black Rhino,Adult,Female,1,Drinking,Camera Trap,,Good,
2463469,Animal Sighting,2022-05-13 10:16:39,2022-05-12 21:20:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.20093,30.89716,,Black Rhino,Adult,Male,1,Moving,Landowner,,,
2463487,Animal Sighting,2022-05-13 10:24:11,2022-05-12 17:34:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1915191,30.8692217,,Black Rhino,Adult,Male,1,Nesting,Lodge,,Excellent,
2484264,Animal Sighting,2022-05-31 09:14:44,2022-05-12 17:30:00,Black ?,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837123,30.9464774,,Black Rhino,Adult,,1,Drinking,Camera Trap,,Good,
2463475,Animal Sighting,2022-05-13 10:22:53,2022-05-12 17:15:00,Deena and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1983696,30.8757234,,Black Rhino,Adult,Female,2,Feeding,Lodge,,Good,
2463473,Animal Sighting,2022-05-13 10:20:56,2022-05-12 16:55:00,Zulu,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1972278,30.8777511,,Black Rhino,Adult,Male,1,Feeding,Lodge,,Excellent,
2484292,Animal Sighting,2022-05-31 09:29:33,2022-05-12 10:50:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2056485,30.9549746,,White Rhino,Adult,,1,Drinking,Camera Trap,,Good,
2483564,Animal Sighting,2022-05-30 16:56:15,2022-05-11 08:34:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.205514,30.9551677,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483562,Animal Sighting,2022-05-30 16:54:57,2022-05-10 14:42:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2054161,30.9550577,,White Rhino,Adult,Male,1,Drinking,Camera Trap,,Good,
2483561,Animal Sighting,2022-05-30 16:53:34,2022-05-07 07:32:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2053696,30.9549075,,White Rhino,Adult,Female,2,Resting,Camera Trap,,Good,
2460080,Animal Sighting,2022-05-10 15:36:20,2022-05-07 07:30:00,Two Black rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.212856,30.882024,,Black Rhino,Adult,Female,,,Lodge,,,
2453218,Animal Sighting,2022-05-06 08:52:55,2022-05-06 08:45:00,Black 2x,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Mopani,South African Districts,,-24.2228848,30.9139395,,Black Rhino,Adult,,2,Moving,Craig,,,
2483560,Animal Sighting,2022-05-30 16:52:17,2022-05-05 22:46:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.205465,30.9549236,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483556,Animal Sighting,2022-05-30 16:51:00,2022-05-05 17:35:00,Khuza Kwezi,Logged,Izel,Izel,Pieterse,Black Mambas,43213,,,,,,,Black Rhino,Adult,Female,2,Resting,Camera Trap,,Good,
2484263,Animal Sighting,2022-05-31 09:13:42,2022-05-05 13:20:00,White with calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1837245,30.94648,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483555,Animal Sighting,2022-05-30 16:49:29,2022-05-04 19:44:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2054822,30.9549853,,White Rhino,Adult,Female,2,Wallowing,Camera Trap,,Good,
2483547,Animal Sighting,2022-05-30 16:47:15,2022-05-04 19:30:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055164,30.9549263,,White Rhino,Sub-Adult,,1,Drinking,Camera Trap,,Good,
2483545,Animal Sighting,2022-05-30 16:45:46,2022-05-04 19:05:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2056387,30.9549183,,White Rhino,Sub-Adult,,1,Resting,Camera Trap,,Good,
2483541,Animal Sighting,2022-05-30 16:44:07,2022-05-04 19:03:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055849,30.9550041,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483540,Animal Sighting,2022-05-30 16:42:58,2022-05-04 10:01:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055531,30.9549531,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483526,Animal Sighting,2022-05-30 16:27:03,2022-05-03 18:17:00,White,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055237,30.9550604,,White Rhino,Sub-Adult,,1,Drinking,Camera Trap,,Good,
2483523,Animal Sighting,2022-05-30 16:24:52,2022-05-03 16:18:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055898,30.9549505,,White Rhino,Adult,Female,2,Wallowing,Camera Trap,,Good,
2483516,Animal Sighting,2022-05-30 16:20:15,2022-05-03 01:11:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055482,30.9548753,,White Rhino,Adult,Female,2,Resting,Camera Trap,,Good,
2445325,Animal Sighting,2022-05-02 16:40:40,2022-05-02 15:00:00,Black Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2150052,30.8982754,,Black Rhino,Adult,,1,,Leonie,,,
2444484,Animal Sighting,2022-05-02 08:40:20,2022-05-02 06:00:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2009662,30.8971596,,Black Rhino,Adult,Male,1,Moving,Landowner,,,
2483566,Animal Sighting,2022-05-30 17:01:11,2022-05-02 01:27:00,Raza,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919423,30.8693196,,Black Rhino,Adult,Female,1,Drinking,Camera Trap,,Good,
2483515,Animal Sighting,2022-05-30 16:17:14,2022-05-01 16:15:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2054406,30.9548056,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2444482,Animal Sighting,2022-05-02 08:39:22,2022-05-01 08:30:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1888703,30.8871174,,Black Rhino,Adult,Male,1,Moving,Lodge,,,
2444479,Animal Sighting,2022-05-02 08:38:02,2022-04-30 17:50:00,Duchess and Duke,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.208501,30.8814096,,Black Rhino,Adult,Female,2,Drinking,Landowner,,,
2483512,Animal Sighting,2022-05-30 16:14:32,2022-04-30 15:48:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2054846,30.9548593,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483567,Animal Sighting,2022-05-30 17:02:34,2022-04-30 12:00:00,Deena and baby,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1919496,30.8693062,,Black Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483507,Animal Sighting,2022-05-30 16:12:45,2022-04-28 23:59:00,Mother and Calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2053502,30.9546232,,White Rhino,Adult,Female,2,Drinking,Camera Trap,,Good,
2483565,Animal Sighting,2022-05-30 17:00:08,2022-04-28 18:27:00,Khuza Kwezi Raza ?,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19193,30.8693102,,Black Rhino,Adult,Female,3,Drinking,Camera Trap,,Good,
2483485,Animal Sighting,2022-05-30 16:07:50,2022-04-28 14:44:00,White rhino,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.2055851,30.9546232,,White Rhino,Adult,Male,1,Drinking,Camera trap,,Good,
2483455,Animal Sighting,2022-05-30 15:40:01,2022-04-28 13:53:00,Mother and calf,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.1819033,30.9486551,,White Rhino,Adult,Female,2,Drinking,Camera trap,,Good,
2444471,Animal Sighting,2022-05-02 08:34:28,2022-04-26 18:53:00,White Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,Male,1,Drinking,Camera trap,,,
2436016,Animal Sighting,2022-04-26 17:29:51,2022-04-26 17:38:00,Romeo,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2045154,30.9255695,,White Rhino,Adult,Male,1,,Aerial Support,,,
2436015,Animal Sighting,2022-04-26 17:28:45,2022-04-26 17:37:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2043331,30.862484,,Black Rhino,Adult,Male,1,,Aerial Support,,,
2436003,Animal Sighting,2022-04-26 17:21:19,2022-04-26 17:29:00,White and calf,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.20314,30.92621,,White Rhino,Adult,Female,2,,Aerial Support,,,
